time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,2.0,2.0,7,1
2025-10-08 00:00:00+00:00,,,3,1
2025-10-09 00:00:00+00:00,,,1,1
2025-10-13 00:00:00+00:00,,,4,1
2025-10-15 00:00:00+00:00,5.0,2.0,16,1
